snp,state,label,value
408,1,N,0.40893385192332854
409,1,N,1.6360247643917942
410,1,N,5.701323711450085
411,1,N,0.4910928131779655
412,1,N,4.016704791669846
413,1,N,3.3965865383518734
414,1,N,5.751941876943805
415,1,N,1.9172883612023601
416,1,N,0.44426381440761764
417,1,N,1.5793038692899017
418,1,N,-1.9459896014772422
419,1,N,-0.2891416160825
420,1,N,3.1056906383273035
421,1,N,7.068580549303246
422,1,N,4.37095703939744
423,1,N,3.2524811740385875
424,1,N,3.692543666914248
425,1,N,5.70960935482842
426,1,N,4.1334887594898815
427,1,N,5.281963776046347
428,1,N,1.8789343798538383
429,1,N,5.339187351460563
430,0,P,6.9053687875536145
431,1,N,2.0880933703674436
432,1,N,2.1555358056807776
433,1,N,1.6265236190757488
434,1,N,-0.8619801665503806
435,1,N,4.148842918216026
436,1,N,0.9994600062762462
437,1,N,3.4733365879313958
438,1,N,5.9376124190416295
439,1,N,2.7226671017916244
440,1,N,4.124309217264333
441,1,N,4.558268265194782
442,1,N,4.998862340250364
443,1,N,1.4332527566541073
444,1,N,0.8080857430240296
445,1,N,7.46207873617686
446,1,N,7.9903271135362095
447,1,N,2.6051877987972993
448,1,N,4.75136030622186
449,1,N,3.6111706542435384
450,1,N,-0.2937449095752638
451,1,N,1.515076299358515
452,1,N,5.607427389861566
453,1,N,2.587917858354536
454,1,N,3.126383875742967
455,1,N,2.0153215396974344
456,1,N,1.7340383405307669
457,1,N,1.6767829085543593
458,1,N,1.5438927221650032
459,1,N,2.7329210813606015
460,0,P,10.992954324416814
461,0,P,5.047581843354271
462,1,N,-0.3384811617758894
463,1,N,2.131735208769274
464,1,N,1.8560418645979613
465,1,N,2.3390345948286475
466,1,N,3.665105493419651
467,1,N,2.193547827943989
468,1,N,3.0782088070430005
469,1,N,4.314360235195612
470,1,N,5.448489806375994
471,1,N,5.0750289265050235
472,1,N,-0.1689664587207913
473,1,N,3.3566813276905987
474,1,N,4.186530996883337
475,1,N,3.788648251242635
476,1,N,3.9572890293021006
477,1,N,4.017911623896912
478,1,N,3.1649564267405204
479,0,P,6.679121469776545
480,0,P,8.080233007795592
481,0,P,8.818595301382446
482,0,P,5.918228032348367
483,0,P,3.795903764247125
484,0,P,5.495950997406208
485,1,N,6.0534362828818775
486,1,N,4.705988854610501
487,1,N,0.29035138703648533
488,1,N,3.434505558955206
489,1,N,1.489737427375805
490,1,N,5.581829956587457
491,1,N,1.8320977473381221
492,1,N,6.535845024312421
493,1,N,5.383600801795277
494,1,N,1.811231078206043
495,1,N,1.8034742557107932
496,1,N,2.3964491326995128
497,1,N,3.6728283185712995
498,1,N,3.1161460339108165
499,1,N,3.0338686373378265
500,1,N,2.395049599166201
501,1,N,1.8525403324795908
502,1,N,6.324359649088835
503,1,N,7.790576621064208
504,1,N,1.0205057747292086
505,1,N,2.5113383700963823
506,1,N,2.017126138445373
507,1,N,6.00590217735552
508,1,N,0.17878741771806927
509,1,N,1.9770190356207356
510,1,N,4.0800994822243934
511,1,N,0.7468227019555465
512,1,N,2.650943464041016
513,1,N,2.0242249626652447
514,1,N,1.0386372765292866
515,1,N,1.2602545712816782
516,1,N,5.816998830190585
517,1,N,3.264818765530792
518,1,N,3.2140855790772886
519,1,N,3.338199201562169
520,1,N,4.874473843649817
521,1,N,1.9090706401365631
522,1,N,5.460638187231267
523,1,N,2.5235773607473413
524,0,P,5.003527641634728
525,1,N,3.1519348160103435
526,1,N,1.839059905937733
527,1,N,4.296631355124451
528,1,N,-2.140691929513232
529,1,N,4.152339111448052
530,1,N,5.2845509237890465
531,1,N,1.2893595930764226
532,1,N,1.6435536704653497
533,1,N,1.7072677533610858
534,1,N,1.2216451399295505
535,1,N,4.946338562109312
536,1,N,4.357376026923604
537,1,N,2.0318775233418616
538,1,N,5.30759552750859
539,1,N,3.9546480835725655
540,1,N,4.157344216481947
541,1,N,2.6123847804563267
542,0,P,8.83398257410937
543,0,P,6.7210368879203415
544,0,P,9.086315820869777
545,0,P,3.809467254382695
546,1,N,5.138219053844428
547,1,N,8.403306913906679
548,1,N,4.671165320746821
549,1,N,8.87589167922251
550,1,N,1.2828811067328763
551,1,N,2.4332436674131293
552,1,N,4.136370347024059
553,1,N,6.072578799844354
554,1,N,2.62893028595958
555,1,N,3.5063710582146137
556,1,N,2.42985606825766
557,1,N,1.7805790310519074
558,1,N,4.364568525777333
559,1,N,5.03981610322292
560,1,N,1.2862202476653135
561,0,P,8.145954587203324
562,0,P,7.438038500938505
563,0,P,5.529857920240575
564,1,N,4.470758250551125
565,1,N,2.614021810606596
566,1,N,4.361252873988003
567,1,N,2.0138095689921327
568,1,N,5.147282512499212
569,1,N,2.8210779327586755
570,1,N,1.394248608580646
571,1,N,5.355467129547883
572,1,N,0.18620209885807704
573,1,N,6.136774378486113
574,0,P,9.172803282624757
575,0,P,10.224566420859176
576,0,P,9.8744518408048
577,0,P,7.126004789511162
578,0,P,4.594682213608326
579,0,P,4.512185944308454
580,0,P,7.395038352960424
581,0,P,5.496506085836508
582,0,P,9.778251382294723
583,0,P,6.183432447923767
584,0,P,8.691891948218244
585,0,P,8.028955231972887
586,1,N,0.8157816566041354
587,1,N,6.1944821916499375
588,1,N,4.056323440005228
589,1,N,1.7676392495382538
590,1,N,2.6686072233124385
591,1,N,5.987105543988953
592,1,N,3.390899144386771
593,1,N,3.8519094351572742
594,1,N,5.5456085082015605
595,0,P,7.394141779399946
596,0,P,8.97286209523917
597,0,P,9.261033175864247
598,0,P,8.486853083121389
599,1,N,3.201561505474354
600,1,N,2.112415665819227
601,1,N,0.9994339879785135
602,1,N,4.816771384500865
603,1,N,2.549081536770427
604,1,N,6.386900762496392
605,0,P,6.619614061079562
606,0,P,10.053115879958671
607,0,P,9.531978621656926
608,1,N,1.779657615642689
609,1,N,6.257803879710008
610,1,N,7.520999806390796
611,1,N,1.506002561328119
612,1,N,4.0991716472882835
613,1,N,1.666910843009873
614,1,N,2.8883726821676072
615,1,N,0.8625954986087425
616,1,N,-0.7995975896656491
617,1,N,1.9038490245556348
618,1,N,4.100000642275399
619,1,N,3.8824695180494713
620,0,P,11.662310400057077
621,0,P,4.850715501209331
622,0,P,7.097753283736554
623,0,P,9.256021749022963
624,0,P,7.4247363281613135
625,0,P,5.497424088032272
626,0,P,5.055512582705287
627,0,P,4.208042540154725
628,1,N,0.03237567748488557
629,1,N,1.5005295220989008
630,1,N,1.8500854602693402
631,1,N,2.3843890361626316
632,1,N,3.831133686060436
633,0,P,9.512510338573575
634,0,P,6.409676020978445
635,0,P,7.105595536035197
636,0,P,6.0155184924724105
637,0,P,10.452428592718729
638,0,P,12.302978009675535
639,1,N,0.3950545817870821
640,1,N,2.3559611105551737
641,1,N,4.501993251844705
642,1,N,5.966135772563845
643,1,N,0.17150613934947545
644,1,N,5.922463222999054
645,1,N,1.0148863299262727
646,1,N,4.568720119401951
647,1,N,2.5265679560295355
648,1,N,5.248184408171328
649,1,N,1.9061154144177512
650,1,N,-0.24206662018039582
651,1,N,4.827552182835385
652,1,N,5.33758505876437
653,1,N,1.0618687658921238
654,1,N,2.148660456194156
655,1,N,2.8637606387495227
656,1,N,3.9434171550223622
657,1,N,0.12533276451328712
658,1,N,3.39228573225544
659,1,N,5.465593511120749
660,1,N,4.202647192659943
661,1,N,2.1668093274192066
662,0,P,7.5153368583576405
663,0,P,7.035445467295285
664,0,P,6.521606942716547
665,0,P,10.13062484836399
666,0,P,12.632209227695373
667,0,P,12.887691749397236
668,0,P,8.783839013854825
669,0,P,7.911909001486114
670,0,P,8.54810370885897
671,0,P,9.341782264958468
672,1,N,1.8588886516640386
673,1,N,-0.9164334685212654
674,1,N,7.039595351175631
675,1,N,3.787763486628619
676,1,N,1.9520529466533139
677,1,N,1.2950898410145597
678,1,N,4.933786432174707
679,1,N,5.3742381744850425
680,1,N,2.248969737958866
681,1,N,6.267096609216569
682,1,N,1.6788869633021077
683,1,N,5.515286245007413
684,1,N,5.050147219437967
685,1,N,3.6849161374203914
686,1,N,5.446600120189803
687,1,N,5.018523169067809
688,1,N,-0.4541212524976883
689,1,N,5.121180344556015
690,1,N,3.208904780904521
691,1,N,0.9013994776280994
692,1,N,5.282564728672503
693,1,N,2.6322726458395245
694,1,N,-0.300349046404063
695,1,N,0.623820081400265
696,1,N,5.1828395580242415
697,1,N,3.981065544350445
698,1,N,0.5072125566223757
699,1,N,4.1596932557108115
700,1,N,2.951766060812295
701,1,N,3.610174941981545
702,1,N,1.5195227899063233
703,0,P,9.851185575454727
704,0,P,9.41825180020752
705,0,P,8.759277123624551
706,0,P,8.614824333026109
707,0,P,2.6283575778651986
708,0,P,2.4742176606218953
709,1,N,4.158499385159091
710,1,N,2.460693171320988
711,1,N,-0.06766604076475602
712,1,N,4.532773952093029
713,1,N,3.4698465333303004
714,1,N,2.131821856382691
715,1,N,3.7727994305502426
716,1,N,2.762035996043046
717,1,N,4.116255597924685
718,1,N,6.590109352017354
719,1,N,-1.0436177375207487
720,1,N,9.035632459617307
721,1,N,4.778595087229557
722,1,N,4.73962796897494
723,1,N,3.471401145800007
724,1,N,-0.09550762086947451
725,0,P,6.228715192982101
726,0,P,6.528961765963494
727,0,P,6.011964839976014
728,0,P,7.316521446468617
729,0,P,6.3937393513145455
730,0,P,7.49596924441785
731,0,P,11.060050643724571
732,1,N,1.2153153556555207
733,1,N,6.204154980275286
734,1,N,1.7470332569966274
735,1,N,6.976810376514315
736,1,N,4.55934790631523
737,1,N,3.5138610966811274
738,1,N,6.033977633180573
739,1,N,5.557147577217188
740,1,N,6.599016476339495
741,1,N,0.5977926862975877
742,1,N,3.295571560125592
743,1,N,1.1579952881536664
744,1,N,3.6247254725204874
745,1,N,2.258088933291601
746,0,P,7.924468593248638
747,0,P,4.452338458020055
748,0,P,6.607696755836312
749,0,P,8.280661844918003
750,0,P,7.267264982567654
751,0,P,8.55306011629744
752,0,P,10.493982252251751
753,0,P,9.822699737971897
754,1,N,3.5738571510541317
755,1,N,1.6797531053391155
756,1,N,7.335589568530036
757,1,N,4.366646197539648
758,1,N,3.7616388053685914
759,1,N,3.5613781935392987
760,1,N,3.5017333135427515
761,1,N,1.969817487294044
762,0,P,5.719443241769558
763,0,P,8.134549879934362
764,0,P,8.716683674937103
765,0,P,7.328336979776228
766,0,P,12.769556753486128
767,0,P,10.796567431732045
768,1,N,2.9887288013017566
769,1,N,4.5942018821937305
770,1,N,4.789486902506209
771,0,P,3.816171004402774
772,0,P,7.2485397937208855
773,0,P,10.275138158167493
774,0,P,1.8924096256260459
775,0,P,5.487926263288636
776,0,P,7.733698611158042
777,0,P,6.111973832594108
778,0,P,1.862187838745795
779,0,P,3.1586809124305457
780,0,P,9.278637260250978
781,0,P,7.656317735682362
782,1,N,0.18208934745539684
783,1,N,2.7971205960244228
784,1,N,1.3267106606339092
785,1,N,3.236251530490393
786,1,N,3.7239283529301406
787,1,N,2.0383321589844643
788,1,N,3.3567795328383583
789,1,N,3.2349672808374716
790,1,N,4.6268584754257045
791,1,N,2.3593995137586803
792,1,N,2.0602308876926636
793,1,N,7.054976153365096
794,1,N,7.028296006217535
795,1,N,2.6014936284859727
796,1,N,3.4983770692912906
797,1,N,1.3711025825970773
798,1,N,3.328671914417967
799,1,N,4.16655399416792
800,1,N,3.3321203386255336
801,1,N,3.482323151227021
802,1,N,6.964642331802342
803,1,N,0.39628153448039116
804,1,N,3.8061459640853457
805,1,N,5.88783864814047
806,1,N,6.466145837282749
807,1,N,2.9111231666133466
808,1,N,1.0560343861617874
809,1,N,0.8613701071605444
810,1,N,1.7766754737005785
811,1,N,-1.042204540614387
812,1,N,1.8256441924417006
813,1,N,5.720025139053788
814,1,N,1.806878626355561
815,1,N,3.8530951067539823
816,1,N,5.9211976784172915
817,1,N,5.223798862928749
818,1,N,2.1710003068817785
819,1,N,2.5965461685724756
820,1,N,1.6256657022054288
821,1,N,4.132135547163761
822,1,N,6.048828303583397
823,1,N,4.381168444100097
824,1,N,4.96361394160235
825,1,N,0.7398373989963507
826,1,N,4.287285156483506
827,1,N,1.3422825517585593
828,1,N,2.531673543551662
829,1,N,4.733006073919849
830,1,N,-0.9438246583226295
831,1,N,2.6392090645655397
832,1,N,-1.4443175013521348
833,1,N,0.4291312549135151
834,1,N,2.080627141216245
835,1,N,3.1466871186377223
836,1,N,0.9932896248101359
837,1,N,7.90238429652198
838,1,N,0.18406601905990083
839,1,N,3.913432369947483
840,1,N,5.044594818121757
841,1,N,8.848896356448108
842,1,N,3.10239574071043
843,1,N,0.48861970302422675
844,1,N,4.606637469893855
845,1,N,0.9255884509958543
846,1,N,1.6455120555724938
847,1,N,2.86614633252556
848,1,N,5.873413123278745
849,1,N,1.4079594887114817
850,1,N,3.525717852645214
851,1,N,3.8301655175155283
852,1,N,0.35328379710104807
853,0,P,8.5634618510953
854,0,P,6.405470045856149
855,0,P,10.382332325454616
856,0,P,7.3760713051928715
857,0,P,10.558306635461644
858,1,N,0.22750406358713127
859,1,N,1.0556708202946283
860,1,N,2.6840596569961988
861,0,P,8.35612811673189
862,1,N,1.7707404622144134
863,1,N,4.120185448022496
864,1,N,1.413320949195487
865,1,N,3.001094489059364
866,1,N,6.1878074882640135
867,1,N,2.152401089390109
868,1,N,6.027836162636557
869,1,N,0.7430665686314524
870,1,N,0.315679245495347
871,0,P,3.753879859951639
872,0,P,7.019214475871435
873,0,P,7.770807065124984
874,0,P,10.467843284776988
875,0,P,9.422730800058039
876,0,P,6.624616786164499
877,0,P,7.793011273796664
878,0,P,7.583300853184189
879,0,P,7.73699052963699
880,0,P,7.14420791774113
881,0,P,10.41688649569764
882,0,P,5.750140041460067
883,1,N,2.392243176975378
884,1,N,4.354390237359385
885,1,N,1.1571433218817726
886,1,N,4.1805099256488045
887,1,N,3.2255633463514912
888,1,N,1.9723380251670097
889,1,N,2.2579543660292365
890,1,N,1.738507132119011
891,1,N,4.155614979499518
892,1,N,5.509248740002521
893,1,N,6.213897030373558
894,1,N,1.044007512956317
895,1,N,2.658441431475135
896,1,N,5.6013886083181035
897,1,N,1.747280402776733
898,1,N,7.260023295893789
899,1,N,1.9557257493961904
900,1,N,3.934385136943739
901,1,N,4.544336430854361
902,1,N,1.9423659537462863
903,1,N,0.05748892944735173
904,1,N,3.6599308063289104
905,1,N,0.557953123379503
906,1,N,1.9566031225348666
907,1,N,-0.39690459150988877
908,1,N,1.9955140614360671
909,1,N,2.333141696741334
910,1,N,3.2744903378562333
911,1,N,7.149669921950126
912,1,N,3.2550191621088285
913,1,N,1.8171651577934562
914,1,N,5.805870376568668
915,1,N,2.2978419401383374
916,1,N,4.564879355101022
917,1,N,3.0972331554365944
918,1,N,2.5278323349205816
919,1,N,3.941893814207791
920,1,N,4.30840832466279
921,1,N,3.6972668848549692
922,1,N,1.1886694892925584
923,1,N,4.7249985937321615
924,1,N,1.5549544980026975
925,1,N,3.8360358206425293
926,1,N,4.1913628969726116
927,1,N,5.653239717748868
928,1,N,0.7269514065630407
929,1,N,3.734120447777579
930,1,N,0.8125220931779862
931,1,N,-0.2735670174899041
932,1,N,4.554683445204093
933,1,N,0.80678686990364
934,1,N,-2.042905274017656
935,1,N,1.7360861305553001
936,1,N,3.1393997585428988
937,1,N,5.103060923845794
938,1,N,-0.7809507017339379
939,1,N,4.530609029283724
940,1,N,3.3143807658773494
941,1,N,1.7100267323333456
942,1,N,0.8888648033893065
943,1,N,3.6676068727984226
944,1,N,4.272825261009523
945,1,N,3.0709759810676682
946,1,N,5.256767302314989
947,1,N,0.45507172078064784
948,1,N,3.290629034795775
949,1,N,3.4408674477698016
950,1,N,2.5145644482283873
951,0,P,4.826026728598444
952,1,N,4.252452047220978
953,1,N,1.8328917382926568
954,1,N,6.283235612968372
955,1,N,4.015494242469092
956,1,N,3.7505021612586535
957,1,N,2.509150760201956
958,0,P,8.300576534380612
959,0,P,11.330459112093438
960,0,P,8.418080210316905
961,0,P,7.544003629930581
962,0,P,6.2583182605610155
963,0,P,9.340816797642908
