snp,state,label,value
152,1,N,3.7176686535736545
153,1,N,1.9421132821018263
154,1,N,2.219228144186709
155,1,N,3.2107786938168
156,1,N,4.702423026485259
157,1,N,4.825308037410003
158,1,N,1.9217338472399277
159,1,N,4.677502694357496
160,1,N,2.651045328044117
161,1,N,3.0241322734103804
162,1,N,1.5660920033269607
163,1,N,4.07021180444016
164,0,P,10.753531993225604
165,0,P,10.185495158609358
166,0,P,8.90629586132652
167,0,P,7.492982911475512
168,0,P,9.764955289413315
169,1,N,2.5378581640046454
170,1,N,4.343584776718968
171,1,N,5.488030261694876
172,1,N,2.16352274881344
173,1,N,1.2012836608493562
174,1,N,-0.3229311892813638
175,1,N,2.800117278329833
176,1,N,2.9037601846202667
177,1,N,3.884374216927052
178,1,N,4.053316070303816
179,1,N,4.024332057991133
180,1,N,4.798928129508888
181,1,N,-0.23460889517271655
182,1,N,5.496911833040598
183,1,N,1.5607830751170213
184,1,N,5.009953237968142
185,1,N,4.259842534917783
186,1,N,2.534878598164513
187,1,N,4.2614159742386395
188,1,N,4.012099825150736
189,1,N,1.308464846368603
190,1,N,2.0561946851326884
191,1,N,0.3535312970238109
192,1,N,-0.2655859054870502
193,1,N,4.675748746917502
194,1,N,6.551487556014704
195,1,N,4.863494096261207
196,1,N,-0.4983339523368211
197,1,N,1.1304249124426067
198,0,P,9.7096965199887
199,0,P,6.537499249260786
200,0,P,9.740348398427654
201,1,N,4.843021906019118
202,1,N,5.009208327897974
203,1,N,1.796438510990882
204,1,N,1.7508447449955415
205,1,N,2.191907207637236
206,1,N,4.388382697991456
207,1,N,2.8934804434868484
208,1,N,3.913829145575407
209,1,N,2.632598503581323
210,1,N,3.60565117046182
211,1,N,0.24102865332270695
212,1,N,2.4133158545106337
213,1,N,2.58680843911491
214,1,N,-1.053420723888073
215,0,P,9.452807148714905
216,0,P,11.612844788152891
217,0,P,9.573483773689793
218,0,P,7.293419952025154
219,0,P,10.399603608863503
220,0,P,9.757835490077786
221,1,N,2.4623024104756315
222,1,N,0.46073454894926547
223,1,N,4.406254561497721
224,1,N,-0.10159933775749774
225,1,N,-0.06709743228462517
226,1,N,0.8720679525526864
227,1,N,5.8356677623316555
228,1,N,4.308656532907968
229,1,N,0.7537592928871324
230,1,N,4.231180367299959
231,1,N,4.478095439373031
232,1,N,0.4566914141434456
233,1,N,3.3315323253337223
234,1,N,3.4139127780333025
235,1,N,1.3589955670418572
236,1,N,-0.418564218703094
237,1,N,-1.5583131819813292
238,1,N,1.3311526727231753
239,1,N,3.3991035626723214
240,1,N,5.906859919584337
241,1,N,3.8747375136905338
242,1,N,0.8630613294489792
243,1,N,-0.11382870802349299
244,1,N,1.9050842379224853
245,1,N,1.9116825177893402
246,1,N,0.07206996722712766
247,1,N,3.1094358152121244
248,1,N,5.793777133076977
249,1,N,3.5222716057898817
250,1,N,2.008243714445156
251,1,N,4.106162856117672
252,1,N,2.7567002763760824
253,1,N,4.802723784615736
254,1,N,3.7489231948797177
255,1,N,3.9487629253727587
256,0,P,5.9468607465313
257,0,P,6.70985860125402
258,0,P,11.697556469384681
259,0,P,6.660425518808191
260,0,P,8.844763437340294
261,0,P,8.356170584381436
262,0,P,12.001636205567529
263,0,P,9.900264643566226
264,0,P,6.958685768410557
265,0,P,6.422290425466885
266,0,P,8.570875110218672
267,1,N,1.5539705237242292
268,1,N,3.4541966724785884
269,1,N,3.5524575112826295
270,1,N,0.9439326641885305
271,1,N,1.9838517912998879
272,1,N,1.779407425006545
273,1,N,3.663561109238983
274,1,N,1.4590115401553982
275,1,N,1.4950628289773287
276,1,N,0.9350281443514326
277,1,N,-0.07294021501437609
278,1,N,2.530350793594372
279,1,N,3.8400356244366094
280,1,N,1.97099444322446
281,1,N,3.0405982661005093
282,1,N,3.027680977779861
283,1,N,3.2214798421084447
284,1,N,1.1621161777032758
285,1,N,2.0815235945446977
286,1,N,3.252603917531258
287,1,N,2.888372017524832
288,1,N,-1.0595201277597526
289,1,N,0.2828004577695885
290,1,N,1.4940946945436748
291,1,N,3.7066472597857874
292,1,N,3.6831482963367552
293,1,N,1.0899106907395628
294,1,N,2.405049651987272
295,0,P,6.7382685632829915
296,0,P,10.03459666769547
297,0,P,8.184752869185896
298,1,N,4.360377684952412
299,1,N,3.2198149660815902
300,1,N,3.629964641814741
301,1,N,4.333211440924082
302,1,N,4.409608910524794
303,1,N,2.2305654651287052
304,1,N,1.8682440684284924
305,1,N,5.435717674863698
306,1,N,0.4215676239998133
307,1,N,4.5116332571014
308,1,N,3.247383780951976
309,1,N,4.121655565336069
310,1,N,1.6500944789756993
311,1,N,1.2844304271393345
312,1,N,5.177519469895715
313,1,N,3.602981478482665
314,1,N,2.7092669522164226
315,1,N,-0.11356363541162029
316,1,N,1.4489204058976828
317,1,N,1.1263152329078023
318,1,N,4.3353364556462655
319,1,N,4.786225397566297
320,1,N,3.7495915348133564
321,1,N,0.739376066786553
322,1,N,0.7540663568669989
323,1,N,1.3241214853438072
324,1,N,5.4842430170728385
325,1,N,3.368586307078071
326,1,N,1.9956391873366925
327,1,N,3.3277501468032167
328,1,N,4.95061936427086
329,1,N,1.688654588063307
330,1,N,2.6318371082302923
331,1,N,2.2264173574411332
332,1,N,4.775872719314692
333,1,N,0.4827972432876376
334,1,N,0.7112884988423945
335,1,N,4.195705010231096
336,1,N,4.154943296642992
337,1,N,5.650752941542871
338,1,N,0.9079515617362683
339,1,N,-0.42616964031643034
340,1,N,1.3669491549370543
341,1,N,3.6327542590499
342,0,P,11.23751472694861
343,0,P,5.583100780420543
344,0,P,5.975271804907417
345,0,P,9.239157304292377
346,0,P,8.844672639715613
347,0,P,9.041892027409482
348,0,P,8.125935117992114
349,1,N,4.0730851781599835
350,1,N,4.297097748880765
351,1,N,3.185367265374092
352,1,N,2.08756385705608
353,1,N,1.6807323612301226
354,1,N,1.7924308694260684
355,1,N,2.028347831376263
356,1,N,-0.40105211521396145
357,1,N,0.6422869873979962
358,1,N,3.3580029851012707
359,1,N,1.0337555964017593
360,1,N,4.979073884244445
361,1,N,-0.015390419374305964
362,1,N,3.0452868711105534
363,1,N,2.4282390394366478
364,1,N,2.6191947521517287
365,1,N,3.6132465342115516
366,1,N,2.472179667010871
367,1,N,4.78704865617811
368,1,N,4.8688911761460565
369,1,N,1.5735054448971493
370,1,N,2.9022859606605778
371,1,N,-0.17760474768206125
372,1,N,0.9151367168042384
373,1,N,0.6457484336499235
374,1,N,3.2363197229387994
375,1,N,4.798298236226235
376,1,N,1.322540870916692
377,1,N,1.854856725526161
378,1,N,5.062753695165297
379,0,P,12.076804362312291
380,0,P,9.6529923874511
381,0,P,7.3992900602511265
382,0,P,9.477226656622875
383,1,N,3.2947995930635354
384,1,N,4.178290505615553
385,1,N,4.924677679523675
386,1,N,4.802016453789806
387,0,P,10.289098673528676
388,1,N,1.1520584504213174
389,1,N,1.144428116737609
390,1,N,0.9304235818070208
391,1,N,3.520067197874583
392,0,P,9.17453488079669
393,0,P,6.917099526815116
394,0,P,9.697164384064097
395,0,P,7.7026894297880535
396,0,P,6.728451872483252
397,1,N,3.7770945363891983
398,1,N,1.9002162439980315
399,1,N,5.2872089517312
400,1,N,-0.38147986335420003
401,1,N,2.942137321560198
402,0,P,10.141861264725277
403,0,P,10.212670245192191
404,0,P,6.3726507036295965
405,1,N,3.511159744595372
406,1,N,4.28387780520659
407,1,N,0.8174453165557103
408,1,N,3.0368509782296433
409,1,N,1.8810901861693292
410,1,N,4.1859531569426025
411,1,N,0.9493932743595223
412,1,N,-0.12965907123572662
413,1,N,1.6331781459197061
414,1,N,0.4143030570086541
415,1,N,5.178114068713972
416,1,N,5.804740405921867
417,1,N,2.9181403769706167
418,1,N,4.589814663953601
419,1,N,2.896139565651999
420,1,N,4.295382860288218
421,1,N,2.4918069861105234
422,1,N,5.533133678513327
423,1,N,4.556522794759784
424,1,N,-1.4789522939825357
425,1,N,2.227004407328245
426,1,N,3.5731809322214905
427,1,N,4.4647447712303014
428,1,N,2.678442177111441
429,1,N,3.3214813470172655
430,1,N,1.1799178573820184
431,1,N,-0.16278868207703545
432,1,N,2.5186543977086764
433,1,N,0.38461619614838816
434,1,N,2.5806702046287837
435,1,N,3.769012350940074
436,1,N,2.0661860995931454
437,1,N,0.13859009932555877
438,1,N,3.545870940309597
439,1,N,1.3369221636234399
440,1,N,4.515691137419668
441,1,N,3.1671323104893947
442,1,N,4.701851545293959
443,1,N,2.8567807147703927
444,0,P,9.911286415367513
445,0,P,10.341520410955042
446,0,P,9.484498846699765
447,0,P,6.3012659740847035
448,0,P,9.996529587371413
449,0,P,10.487064086563537
450,0,P,9.878219261875486
451,0,P,7.201166114388452
452,0,P,10.086939260664007
453,0,P,7.03250893836355
454,0,P,7.849908227119078
455,0,P,7.920242538630761
456,0,P,10.847604623490978
457,0,P,9.309226812075565
458,0,P,10.523556618783
459,0,P,7.15814046708272
460,0,P,6.414232562636961
461,0,P,6.453995772958894
462,0,P,7.221652159354864
463,0,P,7.943495093408186
464,0,P,11.245974308943556
465,0,P,10.380181417964824
466,0,P,11.214092526290171
467,0,P,7.402638145372464
468,0,P,6.720979472975551
469,1,N,3.7141266183890127
470,1,N,4.41026817691383
471,1,N,-0.9137488900156034
472,1,N,0.13650828765867018
473,1,N,3.9060763032645944
474,1,N,1.094312103851268
475,1,N,0.3929849762230072
476,1,N,3.2846335224428094
477,0,P,10.235858684297488
478,0,P,10.626948451863377
479,0,P,9.396911095986727
480,0,P,6.66439885585921
481,1,N,1.9900698995359
482,1,N,3.8650215287924388
483,1,N,5.980488148178469
484,1,N,2.821511113092441
485,1,N,2.0044110628698757
486,1,N,4.798109542362337
487,1,N,0.9726356348848963
488,1,N,1.5173943906954415
489,1,N,0.9089640858054343
490,1,N,4.6329968961056025
491,1,N,3.9783696501195216
492,1,N,3.3395556411351137
493,1,N,1.5492754244882196
494,1,N,1.2857140631781643
495,1,N,3.0879748167636087
496,1,N,2.1852239874473636
497,1,N,0.5592632496872514
498,1,N,2.8688688270914717
499,0,P,6.580284367197284
500,1,N,0.7809438430767177
501,1,N,4.13840545287853
502,1,N,1.3344217070203959
503,1,N,1.0851198608886865
504,1,N,4.4472589798729105
505,1,N,1.45618829398935
506,1,N,4.2812021790454216
507,1,N,4.640681189662809
508,1,N,4.339161888401632
509,1,N,5.848041283824679
510,1,N,2.9884666834838463
511,1,N,1.9174970142862051
512,1,N,0.6051179955558468
513,1,N,2.166214646302408
514,1,N,1.2260152469065975
515,1,N,0.6572448757557248
516,1,N,4.669341356519043
517,1,N,-0.4773896074245063
518,1,N,1.8152894133868056
519,1,N,5.575026040938192
520,1,N,3.4035359968506524
521,1,N,1.1275114847746857
522,1,N,7.058737478075532
523,1,N,3.6991165729143516
524,1,N,1.0523745660010866
525,0,P,10.562249394181192
526,0,P,7.61291428163444
527,0,P,8.608643108284767
528,0,P,8.406051293572201
529,1,N,4.988133678724824
530,1,N,4.149580626610253
531,1,N,-0.84864186756306
532,1,N,2.8339025155045237
533,1,N,4.127892789332474
534,1,N,4.791341987984499
535,1,N,0.27926327932774075
536,0,P,5.626215891381343
537,0,P,10.65388979608207
538,0,P,9.17473654184286
539,0,P,6.050313770739171
540,0,P,7.399795892742515
541,0,P,7.826242185376635
542,0,P,6.072712300170274
543,1,N,2.933734413012849
544,1,N,3.6046420488854087
545,1,N,0.6297339645440281
546,1,N,1.5307070388050574
547,1,N,1.955479378991578
548,1,N,2.8346718425091924
549,1,N,0.7589522980955914
550,1,N,-0.6542757466640525
551,1,N,3.957012483231787
552,1,N,1.640852030099807
553,1,N,4.705270346967177
554,1,N,4.544278984676837
555,1,N,-0.1587542471379897
556,0,P,11.056932282036685
557,0,P,10.719281387701129
558,0,P,10.531647534362927
559,0,P,12.355815319525776
560,0,P,8.763963248774003
561,0,P,6.6957719039243955
562,0,P,9.06904467328073
563,0,P,11.234833457994979
564,0,P,11.441855083139755
565,0,P,6.662506298334147
566,0,P,5.908238316274561
567,1,N,2.080487014489432
568,1,N,4.6361867764874365
569,1,N,2.858883529788945
570,1,N,6.49350904293905
571,1,N,3.9730997508670285
572,1,N,1.0276424440489886
573,1,N,0.649189509880225
574,1,N,2.4639032128177387
575,1,N,-0.03465232528979434
576,1,N,6.089887137712752
577,0,P,9.874283698438473
578,1,N,-0.8159198834319672
579,0,P,7.738516727947941
580,0,P,10.855250273951462
581,1,N,3.1212327283588532
582,1,N,3.424952854563435
583,0,P,9.353434614770222
584,0,P,9.499982086646877
585,0,P,10.713277219259195
586,0,P,10.122519486326556
587,0,P,9.251459298283125
588,0,P,6.732438245327112
589,1,N,4.045647054067963
590,1,N,0.7631372987697228
591,1,N,4.51032463894555
592,1,N,5.014288295819627
593,1,N,0.2550384878304792
594,1,N,0.16593803378359395
595,1,N,4.071406057319388
596,1,N,6.033343655828388
597,1,N,3.9813279716329433
598,1,N,4.641697352214878
599,1,N,4.490173876586117
600,1,N,-0.5146301391778543
601,1,N,5.125457322752739
602,1,N,4.939368662380918
603,1,N,1.981047032883907
604,1,N,3.7774052999340286
605,1,N,3.904880083657213
606,1,N,0.9653748521992942
607,1,N,1.0785260052019143
608,1,N,0.20261958953247716
609,1,N,2.0906384636648387
610,1,N,1.159853197995023
611,1,N,3.7411993038171345
612,1,N,3.684363932415728
613,1,N,1.3234269940423733
614,1,N,2.4434500676997253
615,1,N,4.035704088830713
616,1,N,4.422984282922027
617,1,N,0.3955601051508715
618,1,N,1.857199963204048
619,1,N,3.8198717948512853
620,1,N,0.42054993224785553
621,1,N,4.33701217397531
622,1,N,4.6653711286167985
623,1,N,-0.38168319732388567
624,1,N,2.136936518994801
625,1,N,3.846538626102942
626,1,N,3.587322812426113
627,1,N,0.89550297899904
628,1,N,1.5009893457918344
629,1,N,4.150861977489116
630,1,N,1.0212548352596433
631,1,N,3.7335364541226888
632,1,N,3.115464536514523
633,1,N,0.5874267181579669
634,1,N,2.334818708349524
635,1,N,2.797476474108629
636,1,N,0.15107421065250692
637,1,N,0.8817409968572285
638,1,N,3.3096954311657694
639,1,N,0.3212080781267467
640,1,N,4.8189366619658065
641,1,N,1.1533320161229885
642,0,P,6.586600638989334
643,0,P,5.120356562850093
644,0,P,5.8175888545937715
645,0,P,5.775905671232555
646,0,P,10.261568795638334
647,0,P,6.486651319250322
648,0,P,6.803255365060158
649,0,P,8.123454875803086
650,0,P,6.923299888284344
651,1,N,4.902042894673231
652,1,N,3.1683099916692914
653,1,N,-0.20836968957414492
654,1,N,0.8576416832413305
655,1,N,0.9594166335137697
656,1,N,3.334927522035044
657,1,N,1.0762758523883
658,1,N,2.4951944226230283
659,1,N,-0.7932488822707366
660,1,N,0.6782156219669516
661,1,N,3.831957671331849
662,1,N,-1.0369809323609442
663,1,N,4.071887272070093
664,1,N,5.3740592207630264
665,1,N,-0.02237894579193278
666,1,N,1.5327051297690013
667,1,N,5.237056435811189
668,1,N,2.236242389823694
669,1,N,4.1368077536686405
670,1,N,0.8028446730231739
671,1,N,4.814569706412708
672,1,N,1.5187040896848236
673,1,N,4.009688572676245
674,1,N,1.8060747407260087
675,0,P,7.634405173099944
676,0,P,9.57533904679
677,0,P,7.666667649496141
678,0,P,8.71789436068386
679,1,N,6.607147943052645
680,1,N,5.75903931903009
681,1,N,-0.6095122805989497
682,1,N,4.801248142680632
683,1,N,1.8110003713875518
684,1,N,1.1223253119608094
685,1,N,2.842375502728855
686,0,P,7.156702491420544
687,1,N,1.7136676947134557
688,1,N,0.24938234299730333
689,1,N,3.963490533355225
690,1,N,2.792322068635002
691,1,N,2.825926351654833
692,1,N,3.5471996172619784
693,1,N,4.028972275170322
694,1,N,0.5728757676758307
695,1,N,3.0629984033509343
696,1,N,0.5674612557356051
697,0,P,6.9458720883238385
698,1,N,2.083799289863504
699,1,N,0.4787330833997885
700,1,N,0.03443733722566322
701,1,N,2.922524245505896
702,1,N,0.851686109391222
703,1,N,-0.21356971411653114
704,1,N,2.3799256713842194
705,1,N,3.8392120334722173
706,1,N,1.0126480378777656
707,1,N,2.4262878028695916
708,1,N,1.6326058980952936
709,1,N,1.6727736041479742
710,1,N,4.694888890731085
711,1,N,2.70168898181916
712,1,N,3.2499061263652544
713,1,N,2.671911080401628
714,1,N,2.765517554075992
715,1,N,4.537543554935004
716,1,N,0.3711911564645253
717,1,N,0.6323145343171097
718,1,N,0.5434745480688434
719,1,N,5.1358345240332035
720,1,N,5.179609788418337
721,1,N,1.792779160039844
722,1,N,4.757253447988201
723,1,N,1.2750217523293388
724,1,N,3.639931266304119
725,1,N,4.91068106037663
726,1,N,1.0643722609673745
727,1,N,3.882424371087698
728,1,N,5.071769526304774
729,1,N,1.629918599492251
730,1,N,4.52214196313946
731,1,N,0.5260427111385828
732,1,N,4.541754997974614
733,1,N,5.175421055576382
734,1,N,1.6902548386543264
735,1,N,1.908470482334213
736,1,N,0.6271654696758212
737,1,N,3.5044369321249262
738,1,N,0.1432076040200494
739,1,N,2.4751694137683233
740,1,N,5.395380797117316
741,1,N,0.8298316008755073
742,1,N,3.8421355458995032
743,1,N,5.605572995887008
744,1,N,0.5534560759891664
745,1,N,4.742685392664093
746,1,N,1.8794515246859946
747,1,N,2.5608339117566095
748,1,N,3.017385394228505
749,1,N,4.426810597790353
750,1,N,1.0464508509055588
751,1,N,-0.08434803086526665
752,1,N,3.596916832809651
753,1,N,4.121505788702957
754,1,N,3.2168438163401736
755,1,N,4.605653755902212
756,1,N,1.2741275857163081
757,1,N,2.8100784517099733
758,1,N,2.6998892990274914
759,1,N,5.2191927235644
760,1,N,0.8975756436518908
761,1,N,1.9293507575712945
762,1,N,0.1921591500402191
763,1,N,0.8490305616680268
764,1,N,0.5684417805490253
765,1,N,6.412530478153627
766,1,N,3.2741213631227932
767,1,N,6.83017091397493
768,1,N,1.2419228731182104
769,1,N,4.9941215637603715
770,1,N,3.3998011420912966
771,1,N,3.65352302089817
772,1,N,0.9330714328568098
773,1,N,1.3316627336258569
774,1,N,-1.0517913142065338
775,1,N,1.3485646713242108
776,1,N,0.8155949197883527
777,1,N,4.8468617763996225
778,1,N,5.188372555878435
779,1,N,4.218356940341386
780,1,N,1.3539496118400691
781,1,N,0.9303348988960614
782,1,N,1.0867359686507752
783,1,N,-1.1994568265790981
784,1,N,1.3578956561213595
785,1,N,3.8683934364161514
786,1,N,1.4362561047468536
787,1,N,4.018613717451955
788,1,N,4.126560461754726
789,1,N,3.000853863221433
790,1,N,-0.039357915584844694
791,1,N,2.281059929263705
792,1,N,2.0829481514306676
793,1,N,0.5941084787929696
794,1,N,4.452206450330846
795,1,N,4.876930074314554
796,1,N,2.7058709199429742
797,1,N,1.5422861721768173
798,1,N,3.5255365507116085
799,1,N,2.8581237908839707
800,1,N,-0.010495211678418714
801,1,N,0.4183832943249953
802,1,N,3.5485992217855777
803,1,N,4.177584108583267
804,1,N,4.630132884393228
805,1,N,4.874553867613869
806,1,N,1.656639892024669
807,1,N,1.9734149089104516
808,1,N,5.2631788884219475
809,1,N,0.9765710616729811
810,1,N,4.0335924513142265
811,1,N,1.4109032507386674
812,1,N,0.2309644532747418
813,1,N,3.283737707439038
814,1,N,1.8612975085399546
815,1,N,3.8563812939209177
816,1,N,2.33314101477132
817,1,N,1.174402103779753
818,1,N,1.6474744179416612
819,1,N,3.537855105849391
820,1,N,1.5152075172214423
821,1,N,4.385248576543752
822,0,P,7.073691452787226
823,0,P,6.841977283601426
824,1,N,4.667661864288035
825,1,N,1.72155895170256
826,1,N,4.881321568474327
827,1,N,0.983477070392918
828,1,N,4.705829076449533
829,1,N,2.485778783177204
830,1,N,4.548030614125272
831,1,N,2.9843802951246383
832,0,P,5.578730116880712
833,0,P,9.593901393912565
834,0,P,8.181302104942644
835,0,P,6.553364120556461
836,0,P,7.158896309226807
837,0,P,10.586649906012289
838,0,P,7.169002983898123
839,1,N,0.8797390794163823
840,1,N,1.2706330197317022
841,1,N,-0.24140498655260667
842,1,N,4.362842361809761
843,1,N,3.121762177274994
844,1,N,3.727224187792908
845,1,N,-0.36963288700474783
846,1,N,0.33325557526779315
847,1,N,0.617377615299638
848,1,N,0.7879525937263484
849,1,N,1.5909371004305357
850,1,N,3.417972453140538
851,0,P,6.739868649328368
852,0,P,7.47156630247569
853,0,P,6.26925551346824
854,0,P,6.068367170574913
855,0,P,9.016614584665389
856,0,P,6.096258738878338
857,0,P,7.595543155800332
858,0,P,10.898403350059452
859,1,N,1.5826525626140626
860,1,N,3.5323797163279798
861,1,N,3.245838767280037
862,1,N,4.4282365768947045
863,1,N,5.0400331176466695
864,1,N,6.117281101315141
865,1,N,1.190216882759552
866,1,N,4.047150448391486
867,0,P,11.235394758562188
868,0,P,7.008845611924877
869,1,N,3.6054345912187435
870,1,N,1.8090057319697581
871,1,N,-0.07199265613899808
872,1,N,3.431259867923466
873,1,N,1.5646442033835335
874,1,N,3.7066756013797053
875,1,N,4.54735546508705
876,1,N,2.7866752307167157
877,1,N,-0.7089009564743454
878,1,N,4.7252393172395655
879,1,N,1.1399017433529395
880,1,N,3.589957937961681
881,0,P,10.792961715619443
882,0,P,8.675316081992927
883,0,P,9.606611782057936
884,0,P,10.229214939943434
885,0,P,10.434545907433467
886,0,P,6.061740137761413
887,0,P,10.962486247984486
888,0,P,8.559964236601665
889,0,P,7.95368006845278
890,0,P,6.595357187778864
891,1,N,0.8010046106852335
892,1,N,1.3866341573144059
893,1,N,3.5267751845983772
894,1,N,0.830914127791463
895,1,N,1.6573294777503564
896,1,N,1.7623614962081335
897,1,N,1.533251773644161
898,1,N,2.2068001690172547
899,1,N,4.131192455653149
900,1,N,0.8317214121726532
901,1,N,-2.5311883748919244
902,1,N,1.205745843694376
903,1,N,1.180618777311918
904,0,P,6.3613874607443055
905,0,P,9.552351085604853
906,1,N,1.1923057331626445
907,1,N,2.038669109202439
908,1,N,2.426948467517639
909,1,N,1.7387597833685269
910,1,N,2.6690678476507
911,0,P,9.884695270167313
912,1,N,3.429361660463148
913,0,P,8.144640243088483
914,0,P,5.384501728114312
915,0,P,6.283670497510458
916,0,P,6.026565801902235
917,0,P,8.135632898148478
918,0,P,7.3942076106030745
919,0,P,10.56552572905001
920,0,P,6.260417296979512
921,0,P,9.42667223879776
922,0,P,8.529081474293475
923,0,P,9.000272130484849
924,0,P,5.977205675735347
925,0,P,5.612224187204434
926,0,P,5.910479957227157
927,1,N,3.7129079778008665
928,0,P,6.622507335554971
929,0,P,7.063532415826236
930,0,P,8.50259264080457
931,0,P,6.357532774177233
932,1,N,4.707024734377871
933,1,N,5.244002847627441
934,1,N,3.840675656985881
935,1,N,1.9187893840713466
936,1,N,2.012762085183226
937,1,N,4.50730773253201
938,1,N,4.150281851135578
939,1,N,0.5593312879699421
940,1,N,4.452556975252518
941,1,N,1.8772952262481817
942,1,N,-1.1788404304884068
943,0,P,10.220079879989527
944,1,N,2.4346390899732886
945,1,N,4.624669086118508
946,1,N,0.10083305763612205
947,1,N,3.733519726566348
948,1,N,4.929487262585868
949,1,N,1.0797593807501333
950,1,N,1.6181588854086248
951,1,N,4.451788809595543
952,1,N,3.673176344635246
953,1,N,1.2815062024717898
954,1,N,0.08069212715837382
955,0,P,5.1102113051353735
956,0,P,5.63911414182661
957,1,N,1.5033223172132972
958,1,N,0.9762361026147326
959,1,N,4.630885250421978
960,1,N,0.23527294311717328
961,1,N,0.23202389946457724
